-12.99998664855957 137.3331909179688 3	0.07654911	-1.482333e-06	77.96109	12.97394	   86.2027206    	38.97814559936523 409556.6551050279 71.56505117707799 209.4181984296811 180.7086639404297
14.33331871032715 263.6663818359375 6	0.006477613	2.056966e-07	75.16804	6.696517	   85.1746216    	11.95168590545654 226107.7263673767 180 220.7401593376609 197.4409484863281
7.999991416931152 243.6664123535156 6	0.003247302	2.11168e-07	57.74209	4.840354	   80.3646774    	12.23501873016357 61229.12423199744 180 219.7952782524956 203.4645690917969
7.666658878326416 238.3330841064453 6	0.001654638	1.219504e-07	77.4483	9.298243	   75.0258102    	55.12754058837891 23142.41884966917 116.565051177078 218.5826784021714 200.7873992919922
27.33330535888672 299.6663513183594 7	0.001701423	1.953581e-07	57.07166	7.187063	   75.1571579    	25.27437400817871 192931.448335143 -153.434948822922 219.6546407772016 206.1417388916016
9.666656494140625 263.3330688476562 8	0.01019254	6.070856e-07	68.93727	9.637296	   70.0601273    	27.30370330810547 6768.790975027629 153.434948822922 223.1417358398438 221.5354309082031
14.66665172576904 260.3330688476562 8	0.0007955441	6.43602e-08	85.63912	12.35762	   80.7096786    	23.90532493591309 167555.5155526615 180 208.0486820765904 192.7559051513672
11.66665458679199 257.9997253417969 8	0.003618128	3.47577e-07	75.95535	15.83721	   71.4456635    	54.39182662963867 121106.0771057367 -153.434948822922 226.3022769504123 215.5118103027344
11.66665458679199 342.3329772949219 9	0.02274112	8.975606e-07	85.12457	13.04531	   67.8380814    	84.69783782958984 49805.98033388859 0 214.4445631697371 200.7873992919922
7.666658878326416 137.9998626708984 9	0.0008291097	-1.130543e-07	79.93706	19.26379	   79.1469269    	54.89169692993164 504661.5271145678 -153.434948822922 213.1160734027544 190.7480316162109
8.333324432373047 205.9997863769531 10	0.01662668	4.399618e-07	87.92785	10.81961	   78.9740372    	38.68410873413086 190239.3176502862 161.565051177078 214.4696296691895 191.4173278808594
13.33331966400146 247.9997406005859 10	0.0237299	1.017354e-06	72.05426	12.33112	   74.7672348    	49.74509048461914 304817.0524908316 -14.03624346792648 216.6214263648318 192.7559051513672
