-12.99998664855957 137.3331909179688 3	0.2515636	-3.686775e-06	75.16151	14.18754	   87.2354584    	38.97814559936523 409556.6551050279 71.56505117707799 209.4181984296811 180.7086639404297
14.33331871032715 263.6663818359375 6	0.03936857	6.523244e-07	78.97602	7.245764	   84.8879089    	11.95168590545654 226107.7263673767 180 220.7401593376609 197.4409484863281
7.999991416931152 243.6664123535156 6	0.01312435	5.084994e-07	60.50412	5.391143	   80.6636124    	12.23501873016357 61229.12423199744 180 219.7952782524956 203.4645690917969
7.666658878326416 238.3330841064453 6	0.004843977	2.5755e-07	79.06786	9.557071	   72.9861603    	55.12754058837891 23142.41884966917 116.565051177078 218.5826784021714 200.7873992919922
27.33330535888672 299.6663513183594 7	0.00726837	5.352854e-07	55.66138	7.058699	   75.1618805    	25.27437400817871 192931.448335143 -153.434948822922 219.6546407772016 206.1417388916016
9.666656494140625 263.3330688476562 8	0.02809873	1.465333e-06	63.83495	10.29442	   69.7998886    	27.30370330810547 6768.790975027629 153.434948822922 223.1417358398438 221.5354309082031
14.66665172576904 260.3330688476562 8	0.002379587	1.343757e-07	86.37219	13.01047	   81.3425827    	23.90532493591309 167555.5155526615 180 208.0486820765904 192.7559051513672
11.66665458679199 257.9997253417969 8	0.008339299	5.91433e-07	78.16453	16.49326	   71.4889603    	54.39182662963867 121106.0771057367 -153.434948822922 226.3022769504123 215.5118103027344
11.66665458679199 342.3329772949219 9	0.08390263	2.095859e-06	82.28392	12.85701	   70.5792160    	84.69783782958984 49805.98033388859 0 214.4445631697371 200.7873992919922
7.666658878326416 137.9998626708984 9	0.001238329	-1.582255e-07	78.97575	19.88518	   78.4967957    	54.89169692993164 504661.5271145678 -153.434948822922 213.1160734027544 190.7480316162109
8.333324432373047 205.9997863769531 10	0.08342848	1.21974e-06	89.42941	10.77386	   79.7205429    	38.68410873413086 190239.3176502862 161.565051177078 214.4696296691895 191.4173278808594
13.33331966400146 247.9997406005859 10	0.07860648	2.240619e-06	70.06445	12.13228	   76.7755966    	49.74509048461914 304817.0524908316 -14.03624346792648 216.6214263648318 192.7559051513672
6.333326816558838 112.3332138061523 12	0.1225375	1.736637e-06	98.30199	15.07772	   78.3308640    	27.58138656616211 548052.0449974177 63.43494882292201 212.7380822784272 178.7007904052734
-14.66665172576904 56.33327484130859 1	0.1725576	-3.703448e-06	89.38251	16.24951	   68.1665344    	26.92499542236328 89087.74719764879 153.434948822922 204.9130331010961 181.3779602050781
-9.99998950958252 81.66658020019531 1	0.05456826	-5.029957e-06	87.14708	22.83567	   47.4508171    	88.59719848632812 2591158.752196301 -164.0546040990771 213.9164529827223 176.0236206054688
-10.66665554046631 70.66659545898438 1	0.120255	-2.006671e-06	68.83559	8.190106	   83.4849548    	34.68082809448242 8104.80105943793 135 221.758534749349 216.8504028320312
-13.66665267944336 82.66658020019531 3	0.1930518	-1.994209e-06	93.57453	9.448883	   75.4245682    	17.22122192382812 647970.9664697662 -135 217.2359948177887 183.3858337402344
15.66665077209473 260.9997253417969 8	0.03520394	5.730192e-07	90.4281	10.39892	   85.2344742    	35.68774032592773 181308.4363410881 180 216.757573371386 195.4330749511719
10.9999885559082 327.3329772949219 8	0.03005076	9.872529e-07	83.00515	10.85365	   68.1012955    	27.52019309997559 45857.64866514788 116.565051177078 219.1535451552447 208.8188934326172
8.999990463256836 316.3330078125 9	0.06812564	8.578065e-07	86.62776	7.433596	   81.6101990    	44.13873672485352 52933.62313413651 146.3099324740202 218.5665275378105 203.4645690917969
20.33331298828125 313.3330078125 9	0.0003754089	-1.161646e-07	63.3103	14.88351	   67.9463348    	12.35500621795654 11588.15196279014 -90 220.4943152533637 214.1732177734375
14.66665172576904 123.6665344238281 10	0.09681095	1.743135e-06	91.71005	15.934	   79.2270355    	35.85699081420898 158027.2227842884 180 215.826772994354 193.4252014160156
6.999992847442627 145.3331756591797 10	0.05872654	1.355255e-06	64.15169	8.411078	   86.5327301    	61.31428146362305 34077.85633344195 180 221.7228375244141 204.1338653564453
10.33332252502441 267.9997253417969 10	0.1041243	1.371739e-06	90.102	8.32885	   73.8990097    	17.32777976989746 8110.535636448461 135 224.9934412638346 218.1889801025391
8.999990463256836 131.9998626708984 11	0.1282198	1.873784e-06	87.72083	13.2338	   81.5337448    	38.62087631225586 509864.7247410187 18.43494882292201 210.226902251548 179.3700714111328
-4.99999475479126 177.9998168945312 12	0.04355229	-1.636453e-06	66.33523	12.43423	   78.6411514    	191.4318542480469 32838.04653404599 -135 216.3205388387044 189.4094543457031
-12.66665363311768 127.6665344238281 1	0.09898478	-1.800237e-06	89.70906	13.83094	   75.8898697    	72.22940826416016 705613.4875401699 180 215.7188225588717 181.3779602050781
-11.66665458679199 154.66650390625 2	0.1309993	-2.972118e-06	85.11098	17.24365	   74.7278748    	109.9150238037109 646611.6875722059 -63.43494882292201 211.6073804446912 179.3700714111328
-13.99998569488525 44.66661834716797 2	0.001356544	-1.70235e-07	61.60064	13.45352	   85.0958481    	11.98800945281982 16001.44628490201 0 219.973752339681 197.4409484863281
7.333325862884521 231.3330993652344 7	0.03631652	9.459572e-07	69.53074	8.876855	   82.7834015    	17.39817810058594 464200.8584949439 135 213.2075656208475 190.0787353515625
14.66665172576904 276.3330383300781 8	0.01183579	1.097807e-06	63.49004	11.59808	   63.3541870    	170.6335296630859 11967.22987277958 -120.2564371635293 227.2615966796875 221.5354309082031
24.99997329711914 270.6663818359375 8	0.02678656	-7.278417e-07	85.0824	12.40368	   78.1139145    	41.77411651611328 17451.42982964408 -33.69006752597979 223.782341003418 211.4960632324219
12.66665363311768 244.9997406005859 8	0.04673159	6.175263e-07	85.78613	5.467753	   79.0942535    	12.03760623931885 37505.38908357725 180 220.1968525477818 204.8031463623047
8.999990463256836 246.9997406005859 8	0.04338533	8.357264e-07	75.58665	5.097801	   74.0709152    	77.20852661132812 103155.0555150775 161.565051177078 218.5236234162983 205.4724426269531
9.666656494140625 168.3331604003906 9	0.09595494	1.646467e-06	82.28218	13.25758	   84.2463684    	17.34488296508789 170651.6053685834 45 212.5265598599873 190.0787353515625
14.33331871032715 332.9996643066406 9	0.102195	1.94566e-06	86.59186	10.50407	   69.1449966    	17.19670677185059 50559.04741036538 135 221.2712410374692 204.1338653564453
14.66665172576904 256.3330688476562 9	0.002187101	-1.245919e-07	85.01044	10.59029	   77.4905624    	43.54639053344727 221796.379043536 -146.3099324740202 209.0393245491439 188.7401580810547
11.99998760223389 257.9997253417969 10	0.02176439	7.593215e-07	75.67178	11.94524	   79.1401596    	61.71167755126953 13435.93684012717 -11.30993247402021 216.9173248291016 202.1259918212891
