-7.666658878326416 193.9998016357422 2	0.007005526	4.610051e-07	78.62063	18.92226	   80.5342102    	269.5527648925781 555445.7498489823 2.602562202499807 214.8015099319757 191.4173278808594
1.333331942558289 340.3329772949219 2	0.02440453	7.675887e-07	74.07754	11.48347	   82.3588638    	37.05574035644531 94759.494073679 180 219.8476569134256 202.1259918212891
-3.999995708465576 53.33327865600586 2	0.01277246	7.853231e-07	71.4664	22.03573	   88.7748413    	99.35849761962891 250736.7200730884 29.74488129694222 220.2407394159036 200.7873992919922
1.333331942558289 2.333330869674683 2	0.0195079	9.977565e-07	61.78815	12.43609	   82.7342758    	12.35498237609863 26095.58740396057 -90 221.5354349236739 203.4645690917969
5.999993801116943 99.99989318847656 2	3.341872e-05	-9.259124e-09	60.99877	4.566278	   78.0472641    	12.28757572174072 32786.26623853479 180 209.2929801940918 188.7401580810547
-2.333330869674683 159.66650390625 2	0.05697508	7.366691e-07	82.39365	7.631027	   87.8924332    	17.46409225463867 13725.92401352542 135 225.0826797485352 211.4960632324219
-15.9999828338623 153.66650390625 2	0.02352971	-7.760224e-07	79.62856	12.96959	   78.7111740    	11.87615013122559 25088.42992527541 0 222.4160798725329 206.8110198974609
-15.9999828338623 323.6663208007812 2	0.002581033	5.42922e-07	39.53563	11.59831	   87.0806580    	27.40728378295898 6602.912238118769 116.565051177078 227.6929168701172 220.8661499023438
26.33330535888672 176.9998168945312 2	0.0001580632	-1.069422e-06	46.26302	43.39279	   38.2112732    	57.60517883300781 19692.62913472093 -143.130102354156 228.4374990463257 224.8818969726562
2.999996900558472 86.99990844726562 2	0.01118874	2.987923e-07	98.37302	15.69458	   86.3631973    	113.7578735351562 128930.9567394424 12.52880770915151 226.3771174004737 213.5039367675781
-4.99999475479126 145.9998474121094 2	0.001525052	6.206037e-08	90.58221	8.768898	   85.9024048    	17.43694496154785 10948.38376353573 135 228.5629920959473 224.2126007080078
-17.99998092651367 145.9998474121094 2	0.001536538	-1.932358e-07	77.34383	17.33808	   73.4443512    	50.80763626098633 11751.00364315204 -75.96375653207353 228.2283477783203 218.1889801025391
-10.66665554046631 79.66658020019531 2	0.02222682	-1.74829e-06	75.21108	24.6928	   71.7130432    	60.98340225219727 178091.671417631 143.130102354156 217.5501087073124 196.7716522216797
-13.33331966400146 40.99995803833008 2	0.001915896	-4.194091e-07	57.33344	18.20975	   73.9147720    	17.2327995300293 25405.5899260399 135 220.196852031507 205.4724426269531
-23.33330917358398 182.3331451416016 2	0.0005443611	3.377279e-07	52.98336	31.76923	   76.1222687    	72.25104522705078 16385.86701874602 161.565051177078 223.7492441030649 210.1574859619141
7.333325862884521 89.66657257080078 2	0.0001019894	1.274527e-07	38.4496	19.95085	   78.2755508    	17.40446281433105 13628.67709943835 135 220.2637817382812 207.4803161621094
-16.66664886474609 124.6665344238281 2	0.002566396	-6.199928e-07	58.22422	8.281697	   49.4185486    	35.50762176513672 107948.385327137 180 209.2351645492926 189.4094543457031
-9.33332347869873 170.6664886474609 2	0.006963891	6.224124e-07	52.86424	12.68082	   87.4829559    	86.8826904296875 399885.4382735482 -45 218.0664627851066 186.06298828125
