-14.33331871032715 128.3332061767578 2	3.293534e-05	88.2036	6.152771	   90.4918442    	27.46430015563965 123734.3835462487 63.43494882292201 208.4590644426243 177.3621978759766
-10.9999885559082 111.999885559082 2	1.737257e-05	72.54219	4.329035	   71.9427872    	24.25626564025879 75531.61768728806 180 216.4440392085484 198.1102294921875
-10.9999885559082 117.9998779296875 3	-7.969196e-06	95.8251	6.667634	   81.7560425    	37.06495666503906 36408.69314259614 90 217.81714714898 199.4488220214844
-17.99998092651367 175.6664886474609 3	-2.197062e-05	64.8692	8.598859	   76.6091461    	26.56992721557617 44405.13243951313 153.434948822922 221.6535433600931 204.8031463623047
-12.33332061767578 138.6665191650391 3	4.457857e-05	88.67284	6.446335	   85.6894836    	12.3549747467041 428151.4442964051 90 209.0643754917252 182.7165374755859
-12.33332061767578 136.9998626708984 4	1.117469e-05	88.65083	14.18654	   74.0224762    	131.8354034423828 281642.0512116262 146.3099324740202 210.1319839477539 182.7165374755859
14.33331871032715 261.9997253417969 6	-1.906291e-05	82.18445	2.707232	   84.3970337    	17.18341827392578 142365.5923906496 135 213.1974400315329 192.0866088867188
7.666658878326416 241.3330841064453 6	-3.262939e-05	65.7915	6.028271	   75.6840897    	12.3549747467041 152436.7049997196 90 215.5476672308785 196.7716522216797
6.666659832000732 268.9997253417969 6	6.610692e-06	52.85531	14.46261	   68.6528244    	101.8235244750977 6821.609155962302 104.0362434679265 224.4803131103516 214.1732177734375
8.666657447814941 236.3330841064453 6	-3.21043e-05	90.65427	7.288222	   75.1990967    	55.09665679931641 281119.5921947489 116.565051177078 221.4546022276947 196.7716522216797
13.33331966400146 258.3330688476562 7	-1.885813e-05	83.73104	15.55142	   73.3951569    	61.12052917480469 45450.14260336282 53.13010235415598 217.0275609633502 198.7795257568359
12.99998664855957 262.3330688476562 7	-5.480978e-06	92.94182	12.64623	   72.4782028    	24.10813140869141 159281.4496415419 180 209.7075367134158 190.0787353515625
27.99997138977051 298.6663513183594 7	-1.086552e-05	59.84369	3.275234	   75.3152771    	25.10184288024902 141925.167564231 -153.434948822922 216.2726306100177 204.1338653564453
16.66664886474609 248.3330688476562 7	7.549599e-06	76.95312	7.948809	   72.3058624    	27.39887619018555 34241.10344863294 116.565051177078 217.3652326143705 198.1102294921875
19.66664695739746 145.6665191650391 7	-9.660301e-06	67.86037	9.48087	   81.7200546    	37.06495666503906 5169.261733300562 90 227.8937034606934 225.5511779785156
12.33332061767578 237.6664123535156 7	-2.154063e-06	59.38722	3.523498	   78.8226089    	27.103515625 76466.18451806356 153.434948822922 215.8405866120991 197.4409484863281
20.99997901916504 146.3331756591797 7	-8.204952e-07	65.78758	6.244848	   74.9071884    	0 105250.3426368664 0 210.6716922666968 188.7401580810547
12.33332061767578 256.6664123535156 7	-4.031031e-05	76.81428	9.275239	   75.5840912    	12.0535717010498 308543.3944568721 180 216.8940439638884 192.7559051513672
12.33332061767578 252.3330688476562 8	-1.719673e-05	90.79916	13.63512	   68.3491669    	38.9681282043457 213285.1678389483 108.434948822922 207.3792902148745 183.3858337402344
18.99998092651367 280.6663818359375 8	1.82725e-05	82.69708	6.332781	   87.4757538    	0 75328.92901498091 0 219.8968245407631 204.8031463623047
16.66664886474609 143.3331909179688 8	1.124483e-05	82.62649	13.02622	   81.1511154    	44.01179122924805 30248.8880375437 -123.6900675259798 213.6785357931386 192.0866088867188
14.99998474121094 247.3330688476562 8	-7.00612e-06	67.96312	5.580095	   65.0455856    	64.58379364013672 62338.92285186142 -21.80140948635181 213.57513914717 196.7716522216797
16.66664886474609 248.9997406005859 8	-9.185464e-06	74.05478	7.071697	   61.5306511    	26.72072792053223 6582.705580549139 -153.434948822922 215.3779571533203 204.1338653564453
13.33331966400146 257.6664123535156 8	4.76893e-06	49.73264	15.11839	   68.5117111    	17.23237037658691 82906.38567787454 45 218.7071385537425 201.4566955566406
10.66665554046631 261.3330688476562 8	1.461681e-06	62.74249	11.56477	   69.3275070    	27.20852088928223 91790.02310635752 153.434948822922 216.8405512641458 197.4409484863281
20.33331298828125 288.9996948242188 8	-2.908679e-05	64.13141	13.84241	   74.3001022    	62.74217987060547 318206.5789381285 158.1985905136482 217.1891044585811 200.1181030273438
16.33331680297852 256.9997253417969 8	1.082044e-05	80.75174	4.151569	   79.2092133    	34.27455520629883 112038.8596491572 -135 222.3937018899357 207.4803161621094
13.66665267944336 133.6665344238281 8	-1.160257e-05	94.83926	9.659142	   86.0790329    	47.95198059082031 492224.2826777297 180 216.6091595988287 182.0472412109375
14.33331871032715 253.9997406005859 8	-2.118571e-05	66.81181	13.14452	   69.3049393    	37.89983749389648 130399.1856131005 161.565051177078 217.5606631843411 202.7952728271484
13.33331966400146 265.6663818359375 9	3.299278e-05	72.13666	5.090526	   80.8825607    	36.06565856933594 287321.1964057318 180 210.9139361714208 189.4094543457031
