-12.99998664855957 137.3331909179688 3	0.009156324	-2.804995e-07	75.16151	8.366197	   87.2354584    	38.97814559936523 409556.6551050279 71.56505117707799 209.4181984296811 180.7086639404297
14.33331871032715 263.6663818359375 6	0.002703598	9.006401e-08	78.97602	4.905685	   84.8879089    	11.95168590545654 226107.7263673767 180 220.7401593376609 197.4409484863281
7.999991416931152 243.6664123535156 6	0.00117192	8.805774e-08	60.50412	3.826702	   80.6636124    	12.23501873016357 61229.12423199744 180 219.7952782524956 203.4645690917969
7.666658878326416 238.3330841064453 6	0.0003917892	5.748457e-08	79.06786	12.33037	   72.9861603    	55.12754058837891 23142.41884966917 116.565051177078 218.5826784021714 200.7873992919922
27.33330535888672 299.6663513183594 7	0.0002165924	3.791422e-08	55.66138	3.567672	   75.1618805    	25.27437400817871 192931.448335143 -153.434948822922 219.6546407772016 206.1417388916016
9.666656494140625 263.3330688476562 8	0.0001075807	2.968659e-08	63.83495	7.612494	   69.7998886    	27.30370330810547 6768.790975027629 153.434948822922 223.1417358398438 221.5354309082031
14.66665172576904 260.3330688476562 8	0.0004177593	-4.94936e-08	86.37219	15.96477	   81.3425827    	23.90532493591309 167555.5155526615 180 208.0486820765904 192.7559051513672
11.66665458679199 257.9997253417969 8	3.224103e-05	1.727303e-08	78.16453	20.10183	   71.4889603    	54.39182662963867 121106.0771057367 -153.434948822922 226.3022769504123 215.5118103027344
11.66665458679199 342.3329772949219 9	0.001466022	1.112428e-07	82.28392	9.121382	   70.5792160    	84.69783782958984 49805.98033388859 0 214.4445631697371 200.7873992919922
7.666658878326416 137.9998626708984 9	7.968804e-05	-3.311695e-08	78.97575	26.45505	   78.4967957    	54.89169692993164 504661.5271145678 -153.434948822922 213.1160734027544 190.7480316162109
8.333324432373047 205.9997863769531 10	0.001586796	8.729921e-08	89.42941	10.84352	   79.7205429    	38.68410873413086 190239.3176502862 161.565051177078 214.4696296691895 191.4173278808594
13.33331966400146 247.9997406005859 10	0.002687272	1.050921e-07	70.06445	2.06427	   76.7755966    	49.74509048461914 304817.0524908316 -14.03624346792648 216.6214263648318 192.7559051513672
6.333326816558838 112.3332138061523 12	0.0008091485	6.041538e-08	98.30199	14.85921	   78.3308640    	27.58138656616211 548052.0449974177 63.43494882292201 212.7380822784272 178.7007904052734
-14.66665172576904 56.33327484130859 1	0.001639689	-1.633144e-07	89.38251	15.91321	   68.1665344    	26.92499542236328 89087.74719764879 153.434948822922 204.9130331010961 181.3779602050781
-9.99998950958252 81.66658020019531 1	0.001743188	-5.743236e-07	87.14708	26.08595	   47.4508171    	88.59719848632812 2591158.752196301 -164.0546040990771 213.9164529827223 176.0236206054688
-10.66665554046631 70.66659545898438 1	0.0004210439	-2.476244e-08	68.83559	1.381805	   83.4849548    	34.68082809448242 8104.80105943793 135 221.758534749349 216.8504028320312
-13.66665267944336 82.66658020019531 3	6.495436e-05	-9.601017e-09	93.57453	9.379271	   75.4245682    	17.22122192382812 647970.9664697662 -135 217.2359948177887 183.3858337402344
